Word,中文,詞性,例句,中文說明,EN,US
unfortunately,不幸地；倒楣地,adverb,"Unfortunately, I didn't have my credit card with me, or else I would have bought it.",很不湊巧，我沒帶信用卡，否則我肯定早買了。,/ʌnˈfɔːtʃənətli/,/ʌnˈfɔːrtʃənətli/
unfriendly,不友好的;有敵意的;冷漠的,adjective,,,/ʌnˈfrendli/,/ʌnˈfrendli/
unhappy,哀傷的，不高興的;不滿意的,adjective,That's enough to make anyone unhappy.,所有人都會為此憂傷。,/ʌnˈhæpi/,/ʌnˈhæpi/
uniform,制服,noun,military/school uniform,軍裝／校服,/ˈjuːnɪfɔːm/,/ˈjuːnɪfɔːrm/
unimportant,不重要的，無足輕重的,adjective,Staffing is still a relatively unimportant issue compared to our other problems.,與我們面對的其他難題相比，員工問題相對而言無足輕重。,/ˌʌnɪmˈpɔːtnt/,/ˌʌnɪmˈpɔːrtnt/
union,聯合；結合；合併；統一,noun,Meanwhile the debate on European political and monetary union continues.,同時，有關歐洲政治和貨幣聯盟的爭論還在繼續。,/ˈjuːniən/,/ˈjuːniən/
unique,獨一無二的；與眾不同的；唯一的；獨特的；罕見的,adjective,Each person's genetic code is unique except in the case of identical twins.,每個人的遺傳密碼都是獨一無二的，同卵雙胞胎除外。,/juˈniːk/,/juˈniːk/
unit,單位;單元,noun,Each unit of the text book focuses on a different grammar point.,課本的每個單元各有不同的文法重點。,/ˈjuːnɪt/,/ˈjuːnɪt/
unite,（使）結合；（使）聯合；（使）團結,verb,"If the opposition groups unite, they may will command over 55 percent of the vote.",如果反對派能聯合起來，可能會贏得55%以上的選票。,/juˈnaɪt/,/juˈnaɪt/
united,聯合的；統一的,adjective,Factions previously at war with one another are now united against the common enemy.,先前彼此敵對的派別現在爲了對付共同的敵人聯合起來了。,/juˈnaɪtɪd/,/juˈnaɪtɪd/
universe,宇宙；天地萬物；萬象,noun,Is there intelligent life elsewhere in the universe?,宇宙中其他地方存在有智慧的生命嗎？,/ˈjuːnɪvɜːs/,/ˈjuːnɪvɜːrs/
university,大學,noun,Which university did you go to/were you at (= did you study at)?,你曾就讀哪所大學？,/ˌjuːnɪˈvɜːsəti/,/ˌjuːnɪˈvɜːrsəti/
unkind,刻薄的;不友善的;不客氣的,adjective,an unkind remark,刻薄的話,/ˌʌnˈkaɪnd/,/ˌʌnˈkaɪnd/
unknown,未知的；不知名的；不瞭解的；不熟悉的,adjective,The exact number of people carrying the virus is unknown.,攜帶病毒的準確人數還不清楚。,/ˌʌnˈnəʊn/,/ˌʌnˈnəʊn/
unless,除非;除了在…的情況下,conjunction,You can't get a job unless you have experience (= you can only get a job if you have experience).,除非有工作經驗，否則你找不到工作。,/ənˈles/,/ənˈles/
unlike,不像；與…不同,preposition,"Dan's actually very nice, unlike his father.",丹可不像他父親，他實際上人很不錯。,/ˌʌnˈlaɪk/,/ˌʌnˈlaɪk/
unlikely,不大可能發生的,adjective,It's pretty unlikely (that) they'll turn up now - it's nearly ten o'clock.,他們現在不大可能來了——都快十點了。,/ʌnˈlaɪkli/,/ʌnˈlaɪkli/
unload,除去（內容物）；（尤指）卸（貨）；從（槍）中退出子彈；從（相機）中取出膠捲,verb,We watched a ship unloading (sacks of flour).,我們觀看了一艘貨輪卸下（麵粉）。,/ˌʌnˈləʊd/,/ˌʌnˈləʊd/
unlucky,不幸的，不走運的，倒楣的,adjective,The couple were unlucky enough to be in the hotel when the terrorist group struck.,當恐怖集團襲擊這家旅館時，很不幸這對夫婦正住在裡面。,/ʌnˈlʌki/,/ʌnˈlʌki/
unnecessary,不必要的；多餘的,adjective,I thought a lot of the violence in the movie was totally unnecessary.,我覺得這部電影中有很多暴力場面是完全沒有必要的。,/ʌnˈnesəsəri/,/ʌnˈnesəseri/
unpleasant,令人不快的，使人討厭的,adjective,an unpleasant surprise,令人不快的意外,/ʌnˈpleznt/,/ʌnˈpleznt/
unreasonable,不講道理的;不合理的;不公正的,adjective,unreasonable demands,無理要求,/ʌnˈriːznəbl/,/ʌnˈriːznəbl/
unsteady,搖晃的；站不穩的,adjective,"She's been in bed with flu, and she's still a little unsteady on her feet.",她患流感時一直臥床，現在還有些站不穩。,/ʌnˈstedi/,/ʌnˈstedi/
unsuccessful,不成功的，失敗的；落空的,adjective,They made several unsuccessful attempts to reach the men.,他們試著好幾次聯絡那幾個男人，結果都落了空。,/ˌʌnsəkˈsesfl/,/ˌʌnsəkˈsesfl/
untidy,不整潔的，邋遢的，淩亂的,adjective,an untidy room,淩亂的房間,/ʌnˈtaɪdi/,/ʌnˈtaɪdi/
until,到…時;直到…時,preposition,I was up until three o'clock trying to get it finished!,為了完成工作，我一直熬夜做到三點！,/ənˈtɪl/,/ənˈtɪl/
unusual,不同尋常的，非比一般的；獨特的,adjective,"""Do you like the new couch?"" ""Yes, it's very unusual.""",「你喜歡這新的沙發嗎？」「非常喜歡，它太特別了。」,/ʌnˈjuːʒuəl/,/ʌnˈjuːʒəl/
unusually,異乎尋常地；罕有地,adverb,He was unusually polite.,他異乎尋常地禮貌。,/ʌnˈjuːʒuəli/,/ʌnˈjuːʒəli/
unwilling,不情願的;不樂意的;勉強的,adjective,an unwilling helper,不得已只得幫忙的人,/ʌnˈwɪlɪŋ/,/ʌnˈwɪlɪŋ/
unwillingly,不情願地;不樂意地;勉強地,adverb,"""Yes, all right. I'll go,"" she agreed, somewhat unwillingly.",「好吧，好吧，我去，」她有些不情願地同意了。,/ʌnˈwɪlɪŋli/,/ʌnˈwɪlɪŋli/
up,向較高處；向上；（價值、數位或水準）加大地；增高地,adverb,Put those books up on the top shelf.,把那些書放到書架頂層上去。,/ʌp/,/ʌp/
upon,在…上,preposition,Upon her head she wore a black velvet hat.,她頭戴一頂黑色天鵝絨帽子。,/əˈpɒn/,/əˈpɑːn/
upper,（位置或水準）較高的，較上的；上層的,adjective,The office building's upper floors were being repainted.,辦公樓的上面幾層在重新油漆。,/ˈʌpə(r)/,/ˈʌpər/
upset,使心煩意亂;使難過;使生氣,verb,It still upsets him when he thinks about the accident.,一想起那次事故他仍很惱火。,/ˌʌpˈset/,/ˌʌpˈset/
upsetting,令人心煩意亂的，令人苦惱（或憤怒）的,adjective,Seeing her again would be an upsetting experience after so many years.,時隔這麽多年再見到她將是一次令人不快的經歷。,/ʌpˈsetɪŋ/,/ʌpˈsetɪŋ/
upside down,上下顛倒（地），翻轉（地）,adverb,Turn the jar upside down and shake it.,把罐子倒過來，搖一搖。,,
upstairs,往樓上（地）;在樓上（地）,adverb,an upstairs landing/window,樓上的平臺／窗戶,/ˌʌpˈsteəz/,/ˌʌpˈsterz/
upward,向上地,adverb,"With an upward trend in inflation, you expect prices to rise.",通貨膨脹有上升趨勢，預計物價還會上漲。,/ˈʌpwəd/,/ˈʌpwərd/
upwards,向上地,adverb,She turned her face upwards to the sun.,她抬頭面向正午的太陽。,/ˈʌpwədz/,/ˈʌpwərdz/
urban,城市的，城鎮的,adjective,urban development,城市發展,/ˈɜːbən/,/ˈɜːrbən/
urge,（尤指難以或無法控制的）慾望，衝動,noun,The two of them seem unable to control their sexual urges.,他們兩個似乎慾火焚身。,/ɜːdʒ/,/ɜːrdʒ/
urgent,緊急的，急迫的,adjective,He's got to sign that paper - will you tell him it's urgent?,他務必要簽署那份文件——請你告訴他這很緊急，好嗎?,/ˈɜːdʒənt/,/ˈɜːrdʒənt/
us,（用作動詞或介詞的受詞）我們,pronoun,Thank you for driving us to the station.,謝謝您載我們去車站。,/əs/,/ʌs/
use,用，使用;利用;運用,verb,This glass has been used - could you get me a clean one?,這個杯子用過了——請給我拿一個乾淨的。,/juːz/,/juːz/
used to,過去慣常，過去常常做…,verb,She used to live in Glasgow.,她曾在格拉斯哥住過。,,
useful,有用的，有效的；有助益的,adjective,A good knife is probably one of the most useful things you can have in a kitchen.,一把好刀應該是廚房裡最有用的物件之一。,/ˈjuːsfl/,/ˈjuːsfl/
useless,無用的；無效的,adjective,"Without fuel, the vehicles will become useless for moving supplies.",沒有燃料，車輛就無法運送物資。,/ˈjuːsləs/,/ˈjuːsləs/
user,使用者，用戶;客戶,noun,Unemployed people are the main users of this advice centre.,失業人員是這個諮詢中心的主要客戶。,/ˈjuːzə(r)/,/ˈjuːzər/
use up,用光，用完,phrasal verb,Don't use up all the milk - we need some for breakfast.,不要把牛奶全用完，我們早餐還要喝。,,
usual,通常的；慣常的,adjective,I went to bed at my usual time.,我和平常一樣準時上床睡覺。,/ˈjuːʒuəl/,/ˈjuːʒəl/
usually,通常地；慣常地；經常地,adverb,He usually gets home about six o'clock.,他通常在六點左右到家。,/ˈjuːʒuəli/,/ˈjuːʒəli/
